employee_id,first_name,last_name,gender,region,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-57428314,Awa,Ba,Masculin,Thiès,Thiès,2017-01-24,Opérations,Analyste des Opérations,Master,2386555,Bon,Non,1981-09-06,
00-73520009,Mariama,Fall,Féminin,Kaolack,Nioro du Rip,2022-07-06,Ventes,Spécialiste des Ventes,Master,2060095,Satisfaisant,Non,1982-09-19,
00-86334111,Abdoulaye,Diop,Féminin,Dakar,Dakar,2018-11-26,Informatique,Développeur Logiciel,Master,2712199,À améliorer,Non,1996-10-10,
00-64899510,Ibrahima,Ndiaye,Féminin,Fatick,Foundiougne,2019-06-05,Ventes,Représentant Commercial,Licence,1935481,À améliorer,Non,1990-11-23,
00-93836675,Ousmane,Diouf,Féminin,Kaolack,Kaolack,2016-06-14,Opérations,Analyste des Opérations,Licence,2475578,Satisfaisant,Non,1999-09-20,
00-70410362,Mariama,Diop,Féminin,Tambacounda,Goudiry,2021-09-24,Service Clientèle,Technicien Support,Licence,2587166,Satisfaisant,Non,1991-05-05,
00-42858752,Coumba,Diop,Masculin,Dakar,Dakar,2017-02-11,Opérations,Spécialiste des Stocks,Licence,1675342,Bon,Oui,1979-10-04,
00-60441933,Fatou,Faye,Masculin,Dakar,Pikine,2019-07-10,Opérations,Analyste des Opérations,Master,2422998,Bon,Non,1988-02-16,
00-62106408,Abdoulaye,Ba,Féminin,Kolda,Kolda,2018-10-04,Ventes,Spécialiste des Ventes,Licence,1644724,Satisfaisant,Non,1984-10-05,
00-81822020,Abdoulaye,Ba,Féminin,Dakar,Guédiawaye,2016-12-19,Opérations,Coordinateur Logistique,Licence,2027342,Bon,Non,1996-07-12,
00-63277039,Adama,Sow,Masculin,Kolda,Vélingara,2019-06-22,Informatique,Administrateur Système,Licence,2188870,Satisfaisant,Non,1973-10-26,
00-55959309,Ibrahima,Fall,Féminin,Louga,Kébémer,2017-01-29,Opérations,Coordinateur Logistique,Licence,1862885,Excellent,Non,2002-02-26,
00-25344634,Mariama,Fall,Masculin,Diourbel,Mbacké,2015-12-16,Marketing,Coordinateur Marketing,Licence,1827391,Bon,Oui,1961-04-08,
00-29530531,Cheikh,Diouf,Féminin,Kaolack,Nioro du Rip,2020-02-01,Ventes,Représentant Commercial,Licence,2358971,Bon,Non,1971-08-16,
00-61040965,Mamadou,Diouf,Féminin,Sédhiou,Bounkiling,2023-05-06,Ventes,Représentant Commercial,Licence,2371933,Bon,Non,1983-11-29,
00-17258161,Cheikh,Diop,Masculin,Ziguinchor,Bignona,2024-08-24,Marketing,Créateur de Contenu,Licence,2146738,Bon,Non,1970-01-16,
00-46218400,Mariama,Ndiaye,Féminin,Fatick,Foundiougne,2016-02-27,Opérations,Spécialiste des Stocks,Baccalauréat,2034699,Satisfaisant,Oui,1984-04-29,
00-64367371,Awa,Diallo,Féminin,Dakar,Pikine,2023-01-26,Informatique,Développeur Logiciel,Licence,2879599,À améliorer,Non,1990-03-06,
00-66334114,Coumba,Sow,Féminin,Dakar,Pikine,2022-02-19,Opérations,Spécialiste des Stocks,Baccalauréat,1705318,Bon,Oui,1983-08-04,
00-17213167,Awa,Gueye,Masculin,Kédougou,Saraya,2018-04-17,Service Clientèle,Spécialiste Support,Baccalauréat,2150795,Bon,Non,1989-09-28,
00-36656353,Ousmane,Gueye,Masculin,Kaffrine,Malem Hodar,2019-08-31,Ventes,Consultant Commercial,Licence,2536257,Bon,Non,1986-02-08,
00-31567333,Adama,Diouf,Masculin,Louga,Linguère,2024-09-02,Opérations,Coordinateur Logistique,Licence,1709742,Satisfaisant,Non,1964-12-20,
00-11332984,Coumba,Faye,Féminin,Dakar,Guédiawaye,2017-08-16,Informatique,Administrateur Système,Master,2483303,Bon,Oui,1990-01-18,
00-87643527,Ibrahima,Ndiaye,Masculin,Dakar,Dakar,2018-08-01,Ventes,Représentant Commercial,Licence,1841325,Bon,Non,1980-01-27,
00-52481963,Mamadou,Ndiaye,Féminin,Louga,Kébémer,2023-10-04,Service Clientèle,Technicien Support,Baccalauréat,1858577,Bon,Non,1977-05-21,
00-52467541,Awa,Gueye,Féminin,Tambacounda,Bakel,2017-05-07,Ventes,Représentant Commercial,Licence,1793159,Bon,Oui,2001-04-15,
00-70473000,Fatou,Fall,Féminin,Dakar,Guédiawaye,2021-05-28,Ventes,Spécialiste des Ventes,Master,1991981,Bon,Non,1984-08-16,
00-14897064,Cheikh,Sow,Masculin,Thiès,Thiès,2019-08-21,Informatique,Administrateur Système,Master,2319535,Excellent,Oui,1970-11-29,
00-32293702,Ibrahima,Gueye,Féminin,Diourbel,Mbacké,2017-07-26,Opérations,Spécialiste des Stocks,Baccalauréat,2092891,À améliorer,Non,1978-10-20,
00-87421674,Mamadou,Diouf,Masculin,Louga,Linguère,2023-04-25,Informatique,Administrateur Système,Master,2421090,Bon,Non,1983-09-01,
00-51200201,Coumba,Ba,Féminin,Dakar,Pikine,2022-06-26,Informatique,Développeur Logiciel,Master,2875170,Satisfaisant,Non,1997-08-16,
00-65573350,Adama,Diouf,Masculin,Kaolack,Nioro du Rip,2018-07-16,Ventes,Responsable des Ventes,Master,2556905,Bon,Non,1992-07-11,
00-80218664,Ousmane,Ba,Masculin,Diourbel,Mbacké,2024-08-23,Service Clientèle,Technicien Support,Licence,2201129,Bon,Non,1985-06-15,
00-60079518,Fatou,Thiam,Féminin,Kaolack,Guinguinéo,2020-06-16,Marketing,Créateur de Contenu,Baccalauréat,1860150,Satisfaisant,Non,2003-11-06,
00-61212562,Mariama,Gueye,Masculin,Sédhiou,Goudomp,2021-02-08,Informatique,Spécialiste Support Informatique,Licence,2048801,Bon,Non,1981-06-28,
00-23317762,Awa,Ba,Masculin,Kolda,Kolda,2016-11-04,Service Clientèle,Technicien Support,Baccalauréat,2671266,Bon,Non,1983-02-25,
00-65201022,Awa,Fall,Masculin,Louga,Linguère,2022-09-30,Ventes,Représentant Commercial,Licence,2242211,Bon,Non,1984-04-14,
00-23381785,Abdoulaye,Thiam,Masculin,Louga,Louga,2020-02-14,Opérations,Coordinateur Logistique,Licence,2142936,Satisfaisant,Non,1973-12-16,
00-48910317,Adama,Sow,Masculin,Thiès,Mbour,2017-11-28,Opérations,Coordinateur Logistique,Licence,1972703,Satisfaisant,Non,1989-01-14,
00-61147669,Awa,Sow,Féminin,Kaolack,Kaolack,2023-09-12,Ressources Humaines,Recruteur,Baccalauréat,2203379,Bon,Non,1980-03-19,
00-72269929,Adama,Gueye,Masculin,Kaffrine,Koungheul,2015-09-10,Informatique,Spécialiste Support Informatique,Baccalauréat,1870398,Bon,Oui,1970-12-19,
00-40056261,Coumba,Diallo,Féminin,Diourbel,Bambey,2017-12-07,Service Clientèle,Technicien Support,Baccalauréat,2462392,Satisfaisant,Oui,2002-04-19,
00-51258084,Adama,Sow,Féminin,Thiès,Thiès,2015-10-26,Marketing,Spécialiste SEO,Baccalauréat,1905656,Satisfaisant,Oui,1993-04-15,
00-12084410,Mamadou,Ndiaye,Masculin,Dakar,Dakar,2023-08-03,Ventes,Spécialiste des Ventes,Doctorat,1939731,Bon,Oui,1970-06-09,
00-90523345,Ousmane,Diouf,Féminin,Kaffrine,Koungheul,2017-10-07,Opérations,Spécialiste des Stocks,Baccalauréat,1779297,Bon,Oui,2003-12-12,
00-42458022,Coumba,Gueye,Masculin,Fatick,Fatick,2017-12-03,Opérations,Coordinateur Logistique,Licence,1848950,Satisfaisant,Non,1973-02-12,
00-16923083,Ibrahima,Gueye,Féminin,Saint-Louis,Podor,2016-03-24,Service Clientèle,Technicien Support,Licence,2505555,Satisfaisant,Oui,1963-03-26,
00-33315937,Adama,Diouf,Féminin,Kaolack,Guinguinéo,2020-06-16,Ventes,Spécialiste des Ventes,Licence,2275179,Bon,Oui,1988-04-22,
00-23365122,Fatou,Thiam,Féminin,Kédougou,Kédougou,2016-06-24,Service Clientèle,Spécialiste Support,Baccalauréat,1951778,Bon,Non,1976-05-04,
00-62614983,Mariama,Thiam,Féminin,Dakar,Dakar,2017-12-11,Service Clientèle,Technicien Support,Licence,1888611,Bon,Oui,1988-02-29,
00-22516397,Awa,Diop,Féminin,Ziguinchor,Oussouye,2019-03-30,Ressources Humaines,Recruteur,Licence,2129163,Satisfaisant,Non,1968-06-29,
00-89629793,Fatou,Diop,Masculin,Thiès,Thiès,2021-06-10,Ventes,Consultant Commercial,Licence,2797024,Excellent,Oui,2002-03-09,
00-86744869,Adama,Diop,Féminin,Kolda,Kolda,2022-05-12,Ventes,Représentant Commercial,Licence,1826040,Satisfaisant,Non,2000-01-27,
00-95156202,Ousmane,Ndiaye,Féminin,Diourbel,Diourbel,2017-11-18,Ventes,Spécialiste des Ventes,Master,2384871,Bon,Non,1977-02-01,
00-36015276,Coumba,Sow,Féminin,Saint-Louis,Dagana,2022-06-26,Opérations,Spécialiste des Stocks,Licence,1925618,Bon,Oui,1989-12-04,
00-44960996,Mamadou,Diallo,Masculin,Kaolack,Kaolack,2016-06-03,Opérations,Spécialiste des Stocks,Licence,1821111,Bon,Non,1983-03-16,
00-13105908,Ibrahima,Ba,Féminin,Dakar,Guédiawaye,2016-06-10,Opérations,Coordinateur Logistique,Licence,1626578,Bon,Non,1979-09-28,
00-24371585,Fatou,Diallo,Masculin,Louga,Kébémer,2017-10-11,Informatique,Administrateur Système,Master,3021296,Bon,Oui,1998-07-22,
00-20385959,Abdoulaye,Diouf,Féminin,Kolda,Médina Yoro Foulah,2024-02-06,Ventes,Représentant Commercial,Licence,1894725,Excellent,Non,1964-06-09,
00-23511929,Abdoulaye,Diop,Féminin,Saint-Louis,Dagana,2019-05-02,Opérations,Coordinateur Logistique,Licence,1998358,Bon,Non,1983-12-05,
00-20242515,Cheikh,Gueye,Féminin,Thiès,Mbour,2018-06-15,Service Clientèle,Technicien Support,Baccalauréat,1932021,Excellent,Oui,1989-10-13,
00-70515891,Fatou,Ndiaye,Masculin,Dakar,Dakar,2017-05-02,Service Clientèle,Technicien Support,Licence,2566899,Satisfaisant,Non,1995-06-10,
00-86140891,Ibrahima,Diop,Féminin,Sédhiou,Bounkiling,2016-09-15,Service Clientèle,Spécialiste Support,Licence,1712897,Bon,Non,1964-11-16,
00-74949433,Ibrahima,Faye,Masculin,Kolda,Médina Yoro Foulah,2020-04-08,Ventes,Représentant Commercial,Licence,1780868,Bon,Non,1964-11-04,
00-44158548,Awa,Sow,Masculin,Kaolack,Nioro du Rip,2021-05-26,Ressources Humaines,Assistant RH,Licence,1901575,Bon,Oui,1966-02-12,
00-79524101,Coumba,Ndiaye,Masculin,Ziguinchor,Oussouye,2017-03-01,Informatique,Responsable Informatique,Master,3894044,Excellent,Non,2001-12-30,
00-39119581,Mamadou,Diouf,Féminin,Diourbel,Mbacké,2017-09-24,Opérations,Spécialiste des Stocks,Baccalauréat,1712417,Bon,Non,1982-11-27,
00-26989313,Mariama,Diallo,Féminin,Tambacounda,Bakel,2019-12-25,Opérations,Spécialiste des Stocks,Licence,1783234,Bon,Non,1974-06-02,
00-84020689,Mariama,Fall,Masculin,Thiès,Tivaouane,2022-07-04,Opérations,Spécialiste des Stocks,Licence,1939749,Bon,Oui,1993-07-02,
00-78807596,Adama,Sow,Masculin,Diourbel,Bambey,2017-01-27,Opérations,Spécialiste des Stocks,Baccalauréat,1943087,Satisfaisant,Non,1987-08-26,
00-47726289,Adama,Ba,Féminin,Dakar,Guédiawaye,2020-02-05,Informatique,Développeur Logiciel,Master,2675701,Bon,Oui,1999-10-04,
00-32233584,Cheikh,Fall,Féminin,Dakar,Guédiawaye,2019-11-20,Service Clientèle,Responsable Service Clientèle,Master,2291896,Excellent,Non,1973-12-23,
00-90038028,Mariama,Diouf,Féminin,Louga,Louga,2021-02-03,Opérations,Spécialiste des Stocks,Baccalauréat,1588314,Bon,Non,1996-11-26,
00-67621412,Cheikh,Faye,Masculin,Dakar,Dakar,2018-02-06,Opérations,Coordinateur Logistique,Licence,1990236,Bon,Non,1993-02-01,
00-18625670,Abdoulaye,Ndiaye,Masculin,Dakar,Pikine,2023-06-17,Marketing,Créateur de Contenu,Licence,1961416,Bon,Non,1999-10-11,
00-88768256,Adama,Diallo,Masculin,Diourbel,Diourbel,2021-02-07,Informatique,Responsable Informatique,Doctorat,3092104,Bon,Oui,2000-04-04,
00-57278642,Adama,Diop,Masculin,Kolda,Médina Yoro Foulah,2016-10-16,Opérations,Spécialiste des Stocks,Baccalauréat,1915759,Satisfaisant,Non,1962-08-01,
00-34953074,Ousmane,Sow,Féminin,Kaffrine,Malem Hodar,2016-10-13,Service Clientèle,Technicien Support,Baccalauréat,1856443,Bon,Non,1971-10-09,
00-59924201,Fatou,Diouf,Féminin,Louga,Kébémer,2016-05-24,Opérations,Spécialiste des Stocks,Licence,1845128,Satisfaisant,Non,1980-05-10,
00-11463110,Ousmane,Sow,Masculin,Thiès,Thiès,2019-11-12,Opérations,Coordinateur Logistique,Licence,1935525,Satisfaisant,Non,1963-03-03,
00-85382123,Awa,Gueye,Masculin,Diourbel,Mbacké,2017-02-20,Finance,Spécialiste des Comptes Fournisseurs,Licence,1852359,Bon,Non,1989-11-26,
00-39187446,Awa,Thiam,Masculin,Kolda,Kolda,2017-08-05,Opérations,Analyste des Opérations,Master,1806991,Excellent,Oui,1976-10-17,
00-20042733,Ibrahima,Gueye,Féminin,Saint-Louis,Saint-Louis,2022-01-24,Informatique,Développeur Logiciel,Master,3043900,Bon,Oui,1978-10-15,
00-52965968,Cheikh,Sow,Féminin,Kaolack,Nioro du Rip,2015-08-16,Service Clientèle,Technicien Support,Baccalauréat,2287231,Bon,Non,2000-06-28,
00-16280294,Mariama,Gueye,Masculin,Tambacounda,Goudiry,2016-08-06,Informatique,Spécialiste Support Informatique,Licence,1709072,Satisfaisant,Oui,1979-05-10,
00-90722659,Ousmane,Faye,Féminin,Diourbel,Mbacké,2018-08-07,Ventes,Représentant Commercial,Licence,1792113,Bon,Non,1996-05-03,
00-48257007,Mamadou,Faye,Féminin,Dakar,Dakar,2024-05-08,Ventes,Représentant Commercial,Licence,2239105,À améliorer,Non,1971-07-25,
00-27590313,Adama,Diop,Masculin,Saint-Louis,Podor,2023-09-18,Ventes,Représentant Commercial,Licence,1883586,Bon,Non,1991-04-23,
00-55283701,Mamadou,Ba,Masculin,Dakar,Guédiawaye,2019-02-17,Opérations,Coordinateur Logistique,Licence,2028901,Excellent,Oui,1998-06-12,
00-50399304,Mariama,Diouf,Masculin,Sédhiou,Bounkiling,2022-06-09,Informatique,Spécialiste Support Informatique,Licence,1821950,Bon,Non,1981-10-06,
00-84685481,Ousmane,Fall,Masculin,Louga,Linguère,2021-05-18,Ventes,Spécialiste des Ventes,Doctorat,2438522,Satisfaisant,Non,1986-10-09,
00-71012928,Abdoulaye,Ba,Masculin,Saint-Louis,Saint-Louis,2023-12-06,Opérations,Spécialiste des Stocks,Licence,1600967,Bon,Non,2002-11-08,
00-13930993,Cheikh,Diop,Masculin,Fatick,Fatick,2023-09-16,Opérations,Coordinateur Logistique,Licence,1703849,Satisfaisant,Non,1973-09-22,
00-53333406,Adama,Sow,Masculin,Dakar,Guédiawaye,2017-10-19,Ventes,Représentant Commercial,Licence,1825665,Satisfaisant,Oui,1998-08-23,
00-59510172,Coumba,Diop,Féminin,Dakar,Guédiawaye,2024-06-13,Opérations,Spécialiste des Stocks,Baccalauréat,1871330,Satisfaisant,Non,1972-12-08,
00-15781587,Awa,Diop,Masculin,Kaolack,Kaolack,2024-12-03,Ventes,Représentant Commercial,Licence,1995296,Bon,Oui,1994-03-19,
00-54201786,Ibrahima,Gueye,Féminin,Saint-Louis,Podor,2017-12-22,Service Clientèle,Technicien Support,Baccalauréat,2539369,Bon,Oui,1991-09-26,
00-88309763,Abdoulaye,Ba,Masculin,Ziguinchor,Ziguinchor,2016-10-07,Finance,Analyste Financier,Licence,3165978,Excellent,Non,1971-01-26,
00-88400641,Adama,Fall,Masculin,Louga,Kébémer,2022-01-20,Opérations,Spécialiste des Stocks,Licence,1929742,Bon,Non,1988-11-17,
00-42282510,Ibrahima,Fall,Féminin,Dakar,Dakar,2022-04-22,Opérations,Spécialiste des Stocks,Licence,1927019,À améliorer,Non,1967-12-29,
00-74787744,Cheikh,Ba,Féminin,Diourbel,Bambey,2017-08-22,Marketing,Créateur de Contenu,Licence,1965637,Satisfaisant,Non,1998-10-18,
00-21112459,Ousmane,Thiam,Masculin,Thiès,Thiès,2023-05-02,Service Clientèle,Spécialiste Support,Baccalauréat,1725882,Excellent,Oui,1985-10-26,
00-96856891,Cheikh,Ba,Masculin,Thiès,Thiès,2016-05-16,Ventes,Représentant Commercial,Licence,1658540,Bon,Non,1975-03-14,
00-38517975,Mamadou,Sow,Féminin,Saint-Louis,Saint-Louis,2019-02-10,Service Clientèle,Représentant Service Clientèle,Licence,1645412,À améliorer,Non,1992-05-08,
00-75450681,Awa,Diouf,Masculin,Dakar,Dakar,2017-08-13,Opérations,Responsable des Opérations,Licence,3002582,Bon,Oui,1974-08-21,
00-80819264,Coumba,Diouf,Féminin,Diourbel,Diourbel,2022-07-17,Opérations,Spécialiste des Stocks,Licence,1696713,À améliorer,Oui,1979-04-23,
00-70937796,Fatou,Thiam,Masculin,Thiès,Tivaouane,2016-03-23,Ventes,Représentant Commercial,Licence,2214534,Satisfaisant,Non,1992-12-09,
00-58807442,Adama,Fall,Féminin,Kaffrine,Koungheul,2023-03-02,Informatique,Administrateur Système,Master,2658039,Bon,Oui,2000-12-19,
00-63714593,Cheikh,Ba,Féminin,Kaffrine,Malem Hodar,2017-09-13,Opérations,Analyste des Opérations,Master,2640523,Satisfaisant,Oui,1987-10-04,
00-51224542,Ibrahima,Ba,Masculin,Thiès,Thiès,2017-07-07,Ventes,Spécialiste des Ventes,Doctorat,1772516,Excellent,Non,1979-12-30,
00-24790683,Cheikh,Diop,Féminin,Fatick,Gossas,2023-03-29,Opérations,Analyste des Opérations,Master,2285036,Satisfaisant,Non,1960-01-29,
00-13836781,Abdoulaye,Thiam,Féminin,Dakar,Guédiawaye,2019-11-26,Opérations,Coordinateur Logistique,Licence,1995491,Bon,Non,1961-03-05,
00-83860588,Awa,Diouf,Masculin,Kaolack,Nioro du Rip,2019-02-12,Opérations,Analyste des Opérations,Licence,1654181,Bon,Non,1988-10-10,
00-77402853,Adama,Thiam,Féminin,Kaolack,Guinguinéo,2018-05-16,Marketing,Spécialiste SEO,Licence,1974790,Satisfaisant,Non,1978-03-03,
00-59631122,Awa,Diop,Féminin,Louga,Linguère,2021-11-25,Service Clientèle,Responsable Service Clientèle,Master,2620628,Bon,Non,1999-12-03,
00-36029062,Mariama,Sow,Masculin,Fatick,Gossas,2019-08-05,Informatique,Administrateur Système,Licence,2419839,À améliorer,Non,1980-09-24,
00-81076709,Ibrahima,Fall,Masculin,Fatick,Gossas,2020-05-22,Informatique,Développeur Logiciel,Licence,2413438,Satisfaisant,Oui,2000-07-30,
00-16693632,Cheikh,Ba,Masculin,Louga,Louga,2017-02-14,Opérations,Coordinateur Logistique,Licence,1652322,Bon,Oui,1994-08-17,
00-87206131,Mariama,Sow,Masculin,Kaolack,Nioro du Rip,2016-10-23,Service Clientèle,Représentant Service Clientèle,Licence,2005645,Bon,Oui,1974-01-12,
00-40395619,Ibrahima,Gueye,Masculin,Kolda,Kolda,2019-04-19,Informatique,Spécialiste Support Informatique,Baccalauréat,2107852,Satisfaisant,Non,1971-08-04,
00-46006180,Abdoulaye,Sow,Masculin,Saint-Louis,Dagana,2017-08-11,Service Clientèle,Technicien Support,Baccalauréat,2093754,Satisfaisant,Non,1971-02-17,
00-95483165,Mariama,Faye,Féminin,Kolda,Vélingara,2017-03-29,Marketing,Créateur de Contenu,Baccalauréat,1694530,Bon,Non,1989-06-02,
00-34840859,Coumba,Faye,Féminin,Dakar,Pikine,2019-11-10,Service Clientèle,Spécialiste Support,Baccalauréat,2054417,Satisfaisant,Non,1972-10-03,
00-42026965,Fatou,Diouf,Masculin,Dakar,Guédiawaye,2022-06-16,Informatique,Développeur Logiciel,Licence,2783128,Bon,Oui,1985-02-01,
00-54581131,Abdoulaye,Ndiaye,Masculin,Saint-Louis,Saint-Louis,2024-11-24,Service Clientèle,Spécialiste Support,Licence,1631948,Satisfaisant,Non,1980-08-02,
00-67434792,Ousmane,Diop,Féminin,Diourbel,Bambey,2017-08-06,Opérations,Spécialiste des Stocks,Baccalauréat,1996803,Excellent,Non,1979-12-10,
00-32914336,Mamadou,Faye,Féminin,Saint-Louis,Podor,2018-10-26,Service Clientèle,Technicien Support,Baccalauréat,1655888,Bon,Non,1994-10-07,
00-10135086,Abdoulaye,Sow,Féminin,Fatick,Fatick,2019-11-14,Informatique,Développeur Logiciel,Master,2906568,Satisfaisant,Non,1983-08-09,
00-12334156,Ibrahima,Diallo,Féminin,Diourbel,Bambey,2023-08-30,Service Clientèle,Spécialiste Support,Baccalauréat,2109640,Excellent,Non,1965-05-21,
00-32455261,Fatou,Ba,Masculin,Kolda,Kolda,2016-08-26,Ressources Humaines,Recruteur,Licence,2149182,Satisfaisant,Non,1990-03-08,
00-70749138,Abdoulaye,Diouf,Masculin,Kaolack,Nioro du Rip,2024-09-19,Service Clientèle,Technicien Support,Baccalauréat,1578426,Satisfaisant,Non,1997-02-21,
00-75296027,Mariama,Diouf,Masculin,Thiès,Tivaouane,2019-09-07,Finance,Analyste Financier,Master,2908555,Bon,Oui,1999-12-14,
00-54793672,Coumba,Faye,Masculin,Thiès,Thiès,2019-08-05,Opérations,Analyste des Opérations,Master,2501423,Excellent,Non,1991-04-16,
00-79700460,Mamadou,Ndiaye,Masculin,Dakar,Guédiawaye,2024-01-11,Service Clientèle,Représentant Service Clientèle,Baccalauréat,1997507,Satisfaisant,Non,1974-05-08,
00-29009676,Ousmane,Fall,Masculin,Kaolack,Nioro du Rip,2015-08-25,Ventes,Spécialiste des Ventes,Doctorat,1978457,Excellent,Oui,1986-11-30,
00-67810328,Ousmane,Sow,Masculin,Saint-Louis,Dagana,2022-12-27,Ventes,Spécialiste des Ventes,Doctorat,1619531,Bon,Non,1998-02-08,
00-95729393,Awa,Diallo,Masculin,Kaolack,Nioro du Rip,2023-09-13,Ventes,Consultant Commercial,Licence,2242205,Satisfaisant,Non,1989-07-21,
00-70299910,Coumba,Ndiaye,Féminin,Dakar,Pikine,2017-11-19,Finance,Analyste Financier,Master,2864934,Bon,Non,1989-11-28,
00-54452330,Adama,Faye,Féminin,Saint-Louis,Podor,2019-09-27,Service Clientèle,Représentant Service Clientèle,Baccalauréat,1684147,Bon,Oui,1987-05-27,
00-35578230,Mamadou,Faye,Féminin,Dakar,Guédiawaye,2020-04-13,Ventes,Consultant Commercial,Master,2380090,À améliorer,Oui,1985-03-18,
00-92190565,Awa,Gueye,Féminin,Saint-Louis,Saint-Louis,2023-01-12,Service Clientèle,Spécialiste Support,Licence,1697626,Bon,Non,1985-04-23,
00-56573258,Mariama,Ba,Féminin,Thiès,Mbour,2024-03-11,Opérations,Coordinateur Logistique,Licence,1704202,Bon,Oui,1987-10-04,
00-29747600,Abdoulaye,Ndiaye,Féminin,Louga,Linguère,2020-04-16,Informatique,Développeur Logiciel,Licence,2592082,Satisfaisant,Non,1963-06-14,
00-84912396,Fatou,Diallo,Féminin,Matam,Matam,2019-09-30,Ventes,Représentant Commercial,Licence,1951079,Satisfaisant,Non,1977-03-15,
00-49557552,Mamadou,Fall,Féminin,Dakar,Pikine,2015-10-24,Opérations,Spécialiste des Stocks,Baccalauréat,2053542,Excellent,Non,1964-05-16,
00-89600725,Awa,Diop,Masculin,Thiès,Tivaouane,2019-04-30,Ventes,Représentant Commercial,Licence,1989584,Bon,Non,1974-07-26,
00-57278935,Mamadou,Diop,Masculin,Sédhiou,Bounkiling,2017-12-24,Opérations,Coordinateur Logistique,Licence,2207626,Excellent,Non,1977-08-01,
00-77376391,Coumba,Ndiaye,Féminin,Ziguinchor,Bignona,2024-05-11,Service Clientèle,Spécialiste Support,Baccalauréat,2022996,Excellent,Non,1973-01-26,
00-29145387,Cheikh,Gueye,Masculin,Thiès,Tivaouane,2020-05-16,Marketing,Coordinateur Marketing,Licence,2163166,Satisfaisant,Non,2002-12-17,
00-39374592,Mamadou,Fall,Masculin,Thiès,Thiès,2024-01-03,Informatique,Développeur Logiciel,Licence,2731631,Excellent,Non,1963-05-02,
00-95502685,Adama,Gueye,Féminin,Dakar,Pikine,2019-03-12,Marketing,Créateur de Contenu,Licence,1716803,Satisfaisant,Non,1977-09-20,
00-50536794,Ibrahima,Diallo,Féminin,Thiès,Mbour,2017-12-04,Opérations,Spécialiste des Stocks,Baccalauréat,1910854,Bon,Non,2003-05-19,
00-53282519,Ibrahima,Ndiaye,Masculin,Dakar,Pikine,2022-02-25,Informatique,Spécialiste Support Informatique,Baccalauréat,1971029,Bon,Non,1988-02-10,
00-28212104,Adama,Thiam,Masculin,Tambacounda,Tambacounda,2017-08-08,Ventes,Représentant Commercial,Licence,1988000,Excellent,Non,1987-07-23,
00-49907513,Ibrahima,Fall,Masculin,Diourbel,Diourbel,2020-09-12,Marketing,Responsable Marketing,Master,3078882,Bon,Non,2002-08-23,
00-68638761,Awa,Ndiaye,Masculin,Dakar,Pikine,2020-06-04,Ventes,Spécialiste des Ventes,Licence,2185903,Bon,Non,1961-10-01,
00-77620927,Ousmane,Fall,Masculin,Louga,Kébémer,2018-01-28,Ventes,Consultant Commercial,Licence,3025328,Bon,Non,2004-04-27,
00-65063980,Abdoulaye,Diop,Masculin,Dakar,Pikine,2024-02-25,Ventes,Spécialiste des Ventes,Doctorat,2197539,Bon,Non,1988-03-08,
00-66494741,Awa,Ndiaye,Masculin,Ziguinchor,Ziguinchor,2021-10-15,Service Clientèle,Technicien Support,Baccalauréat,2434131,Satisfaisant,Oui,1993-09-22,
00-42567348,Ibrahima,Thiam,Féminin,Matam,Matam,2018-09-03,Service Clientèle,Spécialiste Support,Baccalauréat,2027062,Satisfaisant,Non,1992-12-05,
00-85910137,Mariama,Diop,Féminin,Dakar,Guédiawaye,2022-01-12,Opérations,Spécialiste des Stocks,Licence,1809126,Bon,Non,1983-08-17,
00-64081976,Mamadou,Fall,Féminin,Kaolack,Nioro du Rip,2023-02-05,Service Clientèle,Représentant Service Clientèle,Licence,1926899,Bon,Non,1996-01-10,
00-17294228,Awa,Diop,Masculin,Dakar,Pikine,2017-10-17,Informatique,Développeur Logiciel,Licence,2926731,Bon,Non,1991-04-04,
00-54759391,Ibrahima,Ba,Féminin,Thiès,Tivaouane,2023-07-26,Marketing,Créateur de Contenu,Baccalauréat,1994586,Satisfaisant,Oui,1970-06-30,
00-54467352,Mamadou,Ba,Féminin,Tambacounda,Goudiry,2022-03-25,Service Clientèle,Technicien Support,Baccalauréat,1863170,Satisfaisant,Non,1978-11-01,
00-17116259,Cheikh,Thiam,Masculin,Diourbel,Mbacké,2017-05-27,Informatique,Spécialiste Support Informatique,Baccalauréat,2012536,À améliorer,Non,1962-01-28,
00-28307667,Cheikh,Ndiaye,Masculin,Dakar,Guédiawaye,2018-06-13,Ventes,Consultant Commercial,Licence,2685652,Excellent,Non,1975-12-24,
00-10865811,Abdoulaye,Faye,Féminin,Kaolack,Kaolack,2022-06-26,Opérations,Coordinateur Logistique,Licence,1819716,Excellent,Non,1979-09-12,
00-10004793,Fatou,Faye,Masculin,Dakar,Dakar,2023-05-13,Service Clientèle,Spécialiste Support,Baccalauréat,2210314,Satisfaisant,Non,1979-12-12,
00-43179439,Cheikh,Ba,Masculin,Dakar,Pikine,2019-03-03,Opérations,Spécialiste des Stocks,Licence,2130579,Bon,Non,1973-08-29,
00-62440731,Mamadou,Ba,Masculin,Saint-Louis,Dagana,2017-05-24,Opérations,Spécialiste des Stocks,Licence,1804763,Satisfaisant,Non,1989-04-01,
